0.037368912	0.112747334	-0.13619548	0.09871101	0.13618274	0.29521194	0.2753217	-0.15640916	-0.028569216	-0.1652794	0.1538419	-0.1787552	-0.092953175	0.20234847	-0.16149558	0.08077848
0.20802939	-0.012902798	-0.2615692	0.38962263	0.51759654	0.42046034	-0.18146785	-0.34740847	0.3609778	0.07312383	0.45031938	-0.16684711	-0.17743033	0.41169614	-0.4050588	-0.22210872
0.14630105	-0.108407006	-0.011792712	-0.09845004	0.13889496	-0.0685941	0.21951182	0.07911486	-0.16458893	-0.08640172	-0.16182627	-0.038129497	-0.08560931	0.38531446	-0.29916793	0.22499128
0.06730494	0.06614664	0.02094165	-0.051611084	-0.009074129	0.0002669501	0.3398623	0.0029765114	-0.21349272	-0.29445493	-0.16696501	-0.07441067	-0.07088804	0.07352972	-0.06681629	0.25678068
-0.14891453	0.08694307	-0.2587439	0.0943737	-0.09489359	0.20164178	0.31366557	-0.036485445	-0.12899615	-0.1257672	0.04631051	-0.19433454	-0.13953388	-0.1353344	0.15506591	-0.015273158
0.4546109	-0.22909702	0.48083985	-0.5606781	-0.0660083	-0.45744675	0.47584623	0.3793	-0.41290542	-0.35444772	-0.526441	0.3709025	0.077324204	0.5874095	-0.4712775	0.5943237
0.031436503	0.15230799	-0.017795043	0.13872345	0.16040672	0.23858908	0.06563917	-0.15315679	0.044643898	-0.22094007	0.1872164	-0.1353637	-0.0078052054	0.19652534	-0.19488268	-0.017639222
0.0019199669	0.10542695	-0.1347679	0.09449868	0.10119825	0.25488976	0.0002892299	-0.24533865	0.041299954	-0.12933557	0.12240589	-0.09061447	0.0466273	0.16229711	-0.074106425	-0.07013902
-0.16255957	0.13245422	0.26398796	-0.53081995	-0.4233795	-0.19087765	0.4996162	0.16393799	-0.49213433	-0.4522698	-0.43324792	0.22617184	0.20248388	-0.21361154	0.34747517	0.49887258
0.24108565	0.044197336	0.15400633	-0.17250207	0.24249527	-0.015031838	0.05098534	-0.06519179	0.029505547	-0.14160289	-0.05561643	0.13646723	0.029748786	0.39701644	-0.34214434	0.16797358
0.2755824	0.5330326	0.15716955	-0.083478324	0.28363764	0.3900407	-0.19718722	-0.6127848	0.3918071	-0.36401495	0.600169	0.32097873	0.4645201	0.27867657	-0.33020705	0.09065172
-0.16634601	0.56883395	-0.073016696	-0.059389304	0.004927829	0.5819311	-0.04444983	-0.678882	0.17787674	-0.31524724	0.41507536	0.091148496	0.48015115	-0.25870493	0.26483312	-0.15534054
